conceptType,conceptUri,skillType,reuseLevel,preferredLabel,altLabels,hiddenLabels,status,modifiedDate,scopeNote,definition,inScheme,description,code
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/35718973-913e-447b-a968-83e66e6c8872,skill/competence,cross-sector,keep inventory of goods in production,"possess inventory of goods in production
the inventory of goods in production kept
hold inventory of goods in production
retain inventory of goods in production
keep an inventory of goods in production
maintain inventory of goods in production
keep the inventory of goods in production",,released,2024-02-09T17:29:10.678Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Keep inventory of goods whether they are goods in the front end (i.e. raw materials), intermediate, or back end (i.e. finished products). Count goods and store them for the following production and distribution activities.",S2.2.5
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/3579208e-49b3-4ce4-98e7-20e41b1ce8d4,skill/competence,sector-specific,develop information security strategy,"define information security approach
define information security strategy",,released,2025-06-25T12:15:04.406Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Create company strategy related to the safety and security of information in order to maximise information integrity, availability and data privacy.",S5.2.2
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/3597b613-de06-45d8-89a4-6b01ceb1c3a8,skill/competence,sector-specific,deliver group sessions on nutrition,"educate groups in eating habits
teach eating habits in groups
deliver workshops on nutrition
deliver group sessions on healthy eating habits
provide group sessions on nutrition
carry out group sessions on nutrition
deliver workshop on nutrition
educate groups of people in nutrition
realize group sessions on nutrition
deliver food workshops",,released,2024-02-09T17:29:12.215Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Deliver information on good nutrition, healthy eating habits, and nutrition monitoring to groups.",S1.3.4
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/363e30cf-b3ec-4b3f-b02c-ac77a5902d15,skill/competence,sector-specific,set import export strategies,"fix import export strategies
settle import export strategies
setting an import export strategy
setting import export strategies
establish import export strategies
set an import export strategy
apply import export strategies",,released,2024-02-09T17:29:16.725Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Develop and plan the strategies for import and export, according to the size of the company, the nature of its products, expertise and business conditions on the international markets.",S4.1.2
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/36931cb7-ca3f-4be1-8428-f38eefc8e1ed,skill/competence,cross-sector,execute email marketing,"enact email marketing
email marketing execution
undertake email marketing
achieve email marketing
carry out email marketing
executing email marketing
execution of email marketing",,released,2024-02-09T17:29:11.47Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Conceptualise and write targeted customer emails, manage customer emails for the brand email marketing programmes in order to ensure enhanced profit and improved customer communication and prospection.",S1.6.0
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/3703eac1-8941-4d14-b305-b03f653b08c8,skill/competence,sector-specific,create online news content,"creating online news content
make online news content
produce online news content
develop online news content
create on-line news content
create news content online",,released,2024-02-09T17:29:12.952Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036","Create and upload news content for e.g. websites, blogs and social media.",T2.2
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/370ebe1f-55a5-424f-a44e-f3c19222d63b,skill/competence,sector-specific,advise on strengthening security,"advise on security strengthening
give advice on strengthening security
advising on strengthening security
make recommendations on strengthening security
advise on improving security
offer suggestions on strengthening security",,released,2024-02-09T17:29:13.7Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",Provide information and guidance to clients on how to prevent security threats and incidents.,T4.2
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/3714d0e3-0246-4fe6-b341-8dbeeab836b9,skill/competence,sector-specific,manage time in agricultural production,"scheduling production in agriculture
managing time in agricultural production
agricultural production scheduling
scheduling in agricultural production
time managing in agricultural production
schedule agricultural production
agricultural production time managing
scheduling agricultural production
production time managing in agriculture",,released,2024-02-09T17:29:15.968Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",Plan and organise schedules in order to distribute and organise workload for agricultural production activities.,T3.1
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/371f44ba-4a83-4726-89d1-cb527d7ced5c,skill/competence,occupation-specific,provide healthcare services to patients in general medical practice,"offer healthcare services to patients in general medicine
offer healthcare services to patients in general medical practices
provide health-care services to patients in general medical practice
offer healthcare service to patients in general medical practice
offer healthcare services to patients in general medical practice",,released,2024-02-09T17:29:09.009Z,"These activities are subject to applicable regulatory framework for general medical practice, as described by the EU directive 2005/36/EC.",,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","In the exercise of the medical doctor's profession, provide healthcare services to patients in order to assess, maintain and restore patients' state of health.",S3.2.1
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/37f621a7-8346-472a-b6fd-a226751a27d8,knowledge,cross-sector,organic chemistry,"chemistry of compounds and substances containing carbon
organic-chemistry
study of the properties of organic materials
study of the structure and properties of organic compounds",,released,2024-02-09T17:29:09.851Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",The chemistry of compounds and substances containing carbon.,0531
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/382c11ed-20d5-4ae7-b60e-15fec527fa6c,skill/competence,cross-sector,apply statistical analysis techniques,"apply numerical analysis to data
apply JMP statistical analysis techniques
apply minitab statistical analysis techniques",,released,2025-04-11T12:49:54.827Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036","Use models (descriptive or inferential statistics) and techniques (data mining or machine learning) for statistical analysis and ICT tools to analyse data, uncover correlations and forecast trends.",T1.2
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/383955b1-9059-47e4-9028-67bb2fdb6be6,skill/competence,sector-specific,teach primary education class content,"teaching primary education class content
educate on primary education class content
explain primary education class content
provide instruction on primary education class content
teaches primary education class content",,released,2024-02-09T17:29:09.009Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Instruct primary school students in the theory and practice of a variety of subjects, such as mathematics, languages, and nature studies, building the course content based on students' existing knowledge and encouraging them to deepen their understanding on the subjects they're interested in.",S1.3.1
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/38716afc-a93b-44ab-96cc-2ecf67edcf32,skill/competence,sector-specific,do cloud refactoring,"optimise cloud services
perform cloud refactoring
optimise cloud features
refactor cloud services
do cloud features refactoring",,released,2024-03-01T08:13:15.154Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036","Optimise application to best use cloud services and features, migrate existing application code to run on cloud infrastructure.",S5.5.0
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/3993c87c-7719-4186-811b-8ddfb40e76be,skill/competence,transversal,write English,"show competency in written English
correspond in written English",,released,2025-01-27T10:37:52.225Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/skill-language-groups",Compose written texts in English.,T1.1
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/39aa5571-45ce-4ba3-a280-f6870ef0075f,skill/competence,sector-specific,analyse chemical substances,"chemical substance testing
testing chemical substances
chemical substances analysing
analysing chemical substances
chemical substances testing
analyze chemical substances
chemical substance analysing
test chemical substances",,released,2016-12-20T18:14:46Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",Study and test chemical sustances to analyse their composition and characteristics.,S2.8.8
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/39aa5c41-960d-420a-a0bb-1ad9686d6369,knowledge,cross-sector,ethical code of conduct of journalists,"journalists’ code of ethics
journalists’ code of ethical conduct
conduct ethics code for journalists
code of ethical conduct for journalists
journalists’ ethical code of conduct
code of ethics for journalists",,released,2024-02-09T17:29:09.851Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","The principles and rules by which journalist must abide when covering news events, such as freedom of speech, the right to be heard, and objectiveness.",0321
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/39c675c4-af13-49db-bbed-cf762102f85e,knowledge,transversal,Japanese,"competent in Japanese
ability to comprehend spoken and written Japanese and to speak and write in Japanese",,released,2024-02-09T17:29:15.968Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/skill-language-groups",The Japanese language.,T1.1
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/39e43f7c-a95e-4583-be76-bb134ccce1ae,knowledge,sector-specific,financial department processes,"financial department procedures
finance department processes
financial processes
financial department methods
financial department process",,released,2024-02-07T16:09:54.578Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","The different processes, duties, jargon, role in an organisation, and other specificities of the financial department within an organisation. Understanding of financial statements, investments, disclosing policies, etc.",0412
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/3a0d4d83-6392-4a81-87f1-5b57b08110b5,skill/competence,sector-specific,satisfy aesthetic requirements,"satisfying aesthetic requirement
meet aesthetic requirements
fulfil aesthetic requirements
comply with aesthetic requirements
satisfying aesthetic requirements",,released,2024-02-09T17:29:09.009Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",Satisfy aesthetic requirements and create a design that is in line with what is expected of you in terms of visuals and artistry.,S1.12.1
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/3a174b30-37a1-4ce8-aa8d-e36abca1923a,skill/competence,sector-specific,buy advertising space,"pay for advertising space
buying advertising space
procure advertising space
buy ad space
purchase advertising space",,released,2024-02-09T17:29:15.235Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Analyse different advertising outlets in order to buy the most appropriate advertising space for the product or service such as newspapers, posters, and advertisements. Negotiate conditions, prices, and follow up on the delivery of the purchased deal.",S1.6.3
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/3a2d5b45-56e4-4f5a-a55a-4a4a65afdc43,knowledge,cross-sector,machine learning,"ML
supervised learning
machine learning models
semi-supervised learning
unsupervised learning",,released,2024-02-23T13:19:35.365Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036","The principles, methods and algorithms of machine learning, a subfield of artificial intelligence. Common machine learning models such as supervised or unsupervised models, semi- supervised models and reinforcement learning models.",0619
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/3a33cec3-4b44-471a-8864-5cc8567a8b1f,knowledge,cross-sector,CADD software,"CADD software specifications and operations
CADD softwares
computer-aided design and drafting software",,released,2024-02-09T17:29:15.235Z,CADD software should be differentiated from computer-aided design (CAD) software. CADD systems are CAD systems with additional drafting features enabling the user to insert size annotations and other notes into a design.,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036",The computer-aided design and drafting (CADD) is the use of computer technology for design and design documentation. CAD software replaces manual drafting with an automated process.,0613
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/3a5b7435-c262-4a9d-893d-ee6c19bd9d92,skill/competence,cross-sector,develop educational resources,"develop resources for education
create educational resources
develop teaching and learning resources
developing educational resources",,released,2024-02-09T17:29:12.952Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Create and develop educational resources for visitors, school groups, families and special interest groups.",S1.12.2
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/3aa11722-1277-43a6-b9a8-8264032b578f,skill/competence,sector-specific,promote healthy fitness environment,"advertise a clean and healthy fitness environment
promote a healthy environment for fitness
promote a healthy and safe fitness environment
promoting healthy fitness environment",,released,2025-02-27T12:45:08.961Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",Pursue and promote a clean and healthy fitness environment.,S1.6.2
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/3abfda93-0f26-46ac-bf92-d5917047e90b,knowledge,occupation-specific,yoga,"practice of yoga
yoga practice
yoga techniques
Ashtanga yoga
principles of yoga
Hatha yoga",,released,2024-02-09T17:29:09.851Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","The practice and principles of yoga, used as physical techniques to relax the body and mind.",1022
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/3ad4d492-6fae-47b3-b72a-9a7c1c17da6e,skill/competence,occupation-specific,perform financial analysis on price strategies,"complete financial analysis on price strategies
perform a financial analysis on price strategies
undertake financial analysis on price strategies
performing a financial analysis on price strategies
perform financial analysis on a price strategy
implement financial analysis on price strategies",,released,2024-02-09T17:29:10.678Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",Make up a thorough financial analysis for a business. Monitor pricing actions and strategies.,S2.7.3
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/3bd457e2-42cd-4415-978e-68ce47cc766d,knowledge,sector-specific,hospitalised animal nursing care,"factors and decision making for hospitalized animals' nursing care
knowledge of nursing care for hospitalized animals
nursing care for hospitalized animals
knowledge of nursing care for hospitalised animals
nursing care for hospitalised animals",,released,2024-02-09T17:29:16.725Z,"It includes fluid and nutrition, hygiene and grooming, comfort and pain management, toileting, position and exercise, attention and enrichment, nursing environment.",,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Animal health conditions, disease processes, veterinary treatment and nursing care, as well as nursing care plans, records and communication with owners and other professionals.",0841
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/3be79ccc-a455-49b9-8c65-55c50071ba5b,knowledge,sector-specific,distributed ledger technology,principles of distributed ledger technology,,released,2023-11-09T14:10:52.023Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036","The distributed ledger theories, applied principles, architectures and systems, such as decentralization, consensus mechanisms, smart contracts, trust, etc.",0619
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/3c1af34b-4562-4c39-a30e-0812b84a147e,skill/competence,cross-sector,use specialised design software,"use specialized design software
using specialised design software
work with specialised design software
utilize specialised design software",,released,2022-07-05T14:33:28.658Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036",Developing new designs mastering specialised software.,S5.6.3
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/3c333552-8d89-43f5-90bd-856e15bec433,knowledge,cross-sector,design drawings,"product drawings
tool drawings
drawings of tools
designs on drawings
drawings of products
drawings of designs
drawings showing designs",,released,2025-02-27T12:45:08.961Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","The drawings detailing the design of products, tools, and engineering systems.",0732
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/3c76296d-4bbd-44ba-8eaa-95bf275f79b7,skill/competence,sector-specific,manage ICT project,lead ICT projects,,released,2025-06-25T12:15:04.406Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Plan, organize, control and document procedures and resources, such as human capital, equipment and mastery, in order to achieve specific goals and objectives related to ICT systems, services or products, within specific constraints, such as scope, time, quality and budget.",T4.1
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/3c8c9fe5-bbc6-4a0b-8cf2-a839aeef585c,skill/competence,sector-specific,communicate with media,"communicate with sponsors and media
communicating with the media
communicate with representative of the media
communicate with the media",,released,2024-02-09T17:29:12.952Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",Communicate professionally and present a positive image while exchanging with media or potential sponsors.,S1.2.1
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/3cc1fa63-1b28-44df-a93c-d09b12389a2f,skill/competence,transversal,interact verbally in Basque,"speak Basque
verbally interact in Basque
communicate verbally in Basque",,released,2025-01-27T09:01:02.431Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/skill-language-groups",Communicate orally in ​Basque.,T1.1
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/3cd35f5d-ce6d-4f14-9a09-53d7a28d834c,skill/competence,sector-specific,maintain relationship with suppliers,"maintaining relationship with suppliers
control relationship with suppliers
manage relationship with suppliers
sustain relationship with suppliers
maintain a relationship with suppliers
maintain relationship with a supplier
preserve relationship with suppliers",,released,2024-02-09T17:29:15.235Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Build a lasting and meaningful relationship with suppliers and service providers in order to establish a positive, profitable and enduring collaboration, co-operation and contract negotiation.",S1.2.3
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/3cd569a2-4f88-4c1e-9995-8dce8c5e51a7,knowledge,sector-specific,JavaScript,"Client-side JavaScript
Live Script
Escript
CSJS
Mocha
Server-side JavaScript","JavaScript 1.7
Live-Script
Javascript
JavaScript 1.6
Live-script
Java script
JavaScript",released,2023-06-08T15:54:59.877Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036","The techniques and principles of software development, such as analysis, algorithms, coding, testing and compiling of programming paradigms in JavaScript.",0613
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/3d1b1cfe-a182-480a-b4dd-f482c6b4e6a4,skill/competence,cross-sector,develop product policies,"develop policies for products
formulate product guidelines
develop a product policy
create product protocol",,released,2024-02-09T17:29:09.009Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",Create product policies oriented around customers.,S4.1.3
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/3d2a1f45-5367-47d2-a15a-a8fc72a45bbc,skill/competence,sector-specific,supervise loading of cargo,"supervise loading and unloading of cargo
supervise cargo loading and unloading
carry out supervision of the freight loading process
ensure effective loading and unloading of freight
supervise freight storage and unloading processes
supervise cargo loading
oversee vessel freight storage activities
oversee cargo loading and unloading
oversee ship freight storage and unloading activities
ensure effective loading and unloading of cargo
carry out supervision of freight loading
oversee loading of cargo
oversee cargo loading
oversee loading and unloading of cargo",,released,2024-02-09T17:29:15.968Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Supervise the process of loading equipment, cargo, goods and other Items. Ensure that all cargo is handled and stored properly in accordance with regulations and standards.",T4.4
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/3d913cd3-4ba3-4be9-8b35-4ad0de5ccb60,skill/competence,sector-specific,track shipments,"trace shipments
track movements of shipments
trace shipment movements
trace movements of shipments
track shipment movements
carry out shipment tracking activities
perform shipment tracking activities
conduct shipment tracking activities
undertake shipment tracing activities
execute shipment tracking and tracing activities",,released,2024-02-09T17:29:14.494Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",Track and trace all shipment movements on a daily basis by utilising information from tracking systems and proactively notifying customers about the location of their shipments.,S2.4.1
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/3d957fb2-b8f4-4b4c-b955-23299c761ad5,skill/competence,cross-sector,design web-based courses,"prepare online classes
design online classes",,released,2025-06-25T12:15:04.406Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036","Create web-based training and instruction courses using dynamic and static online tools to deliver learning outcomes to the audience of the course. Web tools used here can include streaming video and audio, live internet broadcasts, information portals, chatrooms and bulletin boards.",S1.11.1
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/3d96dc4c-d812-4015-b1f9-8307c086c595,skill/competence,cross-sector,evaluate marketing content,"inspect marketing content
assess marketing content
evaluate content for marketing
evaluating marketing content
rate marketing content",,released,2024-02-09T17:29:12.215Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Revise, assess, align, and approves marketing material and content defined in the marketing plan. Evaluate written word, images, print or video advertisements, public speeches, and statements in accordance with the marketing objectives.",S2.7.0
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/3dfea5b8-5a6f-412d-8c77-d5e7f4fbf907,skill/competence,occupation-specific,teach principles of architectural design,"educate on principles of architectural design
explain principles of architectural design
teaches principles of architectural design
teaching principles of architectural design
provide instruction on principles of architectural design",,released,2024-02-09T17:29:14.494Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Instruct students in the theory and practice of architecture, more specifically in design principles, construction methods of buildings, architectural drawing, and architectural engineering.",S1.3.1
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/3e2d3720-84e3-4b4f-84db-013fe1fea42f,skill/competence,sector-specific,study musical scores,"study music compositions
study music scores
learn sheet music",,released,2024-02-09T17:29:15.968Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",Study musical scores and develop various interpretations.,S2.1.1
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/3e40c7d0-0e36-4b33-bc33-0aa87eda0561,knowledge,cross-sector,electrical engineering,"application of electricity
fundamentals of electrical engineering
scope of electrical engineering
field of electrical engineering
application of electronics
application of electromagnetism
principles of electrical engineering",,released,2023-02-24T10:20:17.493Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","The field of engineering that deals with the study and application of electricity, electronics, and electromagnetism.",0713
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/3e61ee41-2bd9-466f-b313-00ce04072410,skill/competence,cross-sector,lead managers of company departments,"leading managers of company departments
top managers of company departments
lead manager of company departments
head managers of company departments
lead managers of company department
lead company department managers",,released,2024-02-09T17:29:16.725Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Collaborate and guide the managers of the departments of a company in terms of the objectives of the company, the actions, and expectations required from their managerial scope.",T4.4
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/3e9b580d-811b-48df-a5d1-a7bdd26f901f,skill/competence,cross-sector,prepare financial auditing reports,"write up auditing financial reports
make auditing financial reports ready
prepare auditing reports
formulate auditing financial reports
preparing financial auditing reports
prepare reports on financial audits
prepare auditing financial report",,released,2024-02-09T17:29:13.7Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Compile information on audit findings of financial statements and financial management in order to prepare reports, point out improvement possibilities, and confirm governability.",T2.2
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/3f1a52c4-7df0-4f88-a50b-c345714a917e,skill/competence,sector-specific,safely instruct about fitness,"provide fitness education
instruct on fitness safety
provide education on safe fitness
instruct on safety of fitness",,released,2024-02-09T17:29:13.7Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",Provide safe and effective fitness instruction.,T4.1
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/3f8669a4-402d-4479-8772-98e4c0a79919,skill/competence,occupation-specific,teach ESOL language class,"teaches ESOL language class
teach English for Speakers of Other Languages language class
teach ESOL language lesson
teaching ESOL language class
teach ESOL language course",,released,2024-02-09T17:29:15.235Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",Provide English as a second language instruction to students who do not have literacy difficulties in their native language. Observe and follow closely their education progress and assess their abilities in the English language.,S1.3.1
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/409a7608-20ac-40b6-a022-5cb74d23799d,skill/competence,occupation-specific,develop methodologies for supplier evaluation,"draft methodologies for supplier evaluation
developing methodologies for supplier evaluation
prepare methodologies for supplier evaluation
write methodologies for supplier evaluation
developing methodology for supplier evaluation
create methodologies for supplier evaluation
compile methodologies for supplier evaluation
define methodologies for supplier evaluation",,released,2024-02-09T17:29:15.968Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Help define and update a methodology for assessing key suppliers according to potential incidents, delivery times, and reliability.",S4.1.3
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/40f27736-0d98-4446-8234-11646e4f4bc3,skill/competence,cross-sector,oversee logistics of finished products,"manage logistics of finished products
look after logistics of finished products
supervise logistics of finished products
inspect logistics of finished products
monitor logistics of finished products
ensure logistics of finished products
administer logistcs of finished goods",,released,2024-02-09T17:29:11.47Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Ensure that the processes of packing, storage and shipment of finished products meet the requirements.",S4.2.4
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/410ed4d3-78a5-44c4-a5bd-4276900b463e,skill/competence,cross-sector,advise on property value,"advise on financial worth of a property
advise on property cost
advise on property valuation",,released,2024-02-09T17:29:12.215Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Provide advise to those that own a property, professionals in real estate, or prospective clients in real estate on the current monetary value of a property, the potential of development in order to increase the value, and other relevant information concerning the value of the in the future developments of the real estate market.",T4.2
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/4134622c-c3fb-4a41-beb6-6d58ba5107db,skill/competence,cross-sector,demonstrate disciplinary expertise,"exhibit academic proficiency
demonstrate complex understanding of a research area
demonstrate deep knowledge of a research area
demonstrate deep knowledge of a specific research area
demonstrate complex understanding of a specific research area",,released,2024-02-23T16:39:48.713Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/research","Demonstrate deep knowledge and complex understanding of a specific research area, including responsible research, research ethics and scientific integrity principles, privacy and GDPR requirements, related to research activities within a specific discipline.",S2.1.0
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/418c13d1-2b4e-4bdd-82f4-4eaa5efb630c,skill/competence,sector-specific,develop visual elements,"create visual elements
produce visual elements
developing visual elements
generate visual elements",,released,2024-02-09T17:29:12.215Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Imagine and apply visual elements such as line, space, colour, and mass to express emotions or ideas.",S1.12.2
