conceptType,conceptUri,skillType,reuseLevel,preferredLabel,altLabels,hiddenLabels,status,modifiedDate,scopeNote,definition,inScheme,description,code
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0037c821-2898-4919-b96e-7ed1cd89554c,skill/competence,cross-sector,develop energy saving concepts,"develop concepts for energy saving
create energy saving concepts
energy saving concepts creating
creating energy saving concepts
creating concepts for energy saving
energy saving concepts developing
create concepts for energy saving",,released,2023-11-30T16:47:09.526Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/green,
http://data.europa.eu/esco/concept-scheme/member-skills","Use current research results and collaborate with experts to optimise or develop concepts, equipment, and production processes which require a lesser amount of energy such as new insulation practices and materials.",T2.4
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/015b0162-6dd3-4d46-bbfd-325086155dd5,skill/competence,sector-specific,purchase supplies,"acquire supplies
pay for supplies
gain supplies
purchase DIY supplies
purchase of supplies
supplies purchasing
purchasing supplies
buy supplies",,released,2025-02-27T12:45:08.961Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",Purchase and replenish supplies; make sure that all required goods are available in stock.,S4.3.3
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/01d269d9-b058-4d6c-82a0-3779af9a124b,skill/competence,cross-sector,develop blockchain innovative architectures,build innovative blockchain architectures,,released,2023-11-29T16:35:26.138Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036",Develop new blockchain architectures that address properties and priorities as they are needed by specific applications. Argue the advantages and shortcomings of such new architectures with respect to existing ones.,S1.11.1
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/01e66e1c-97d9-4829-bee1-f3ab649161e8,knowledge,cross-sector,biomedical science,principles of natural sciences applied to medicine,,released,2023-11-30T16:26:20.41Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",The principles of the natural sciences applied to medicine. Medical sciences such as medical microbiology and clinical virology apply biology principles for medical knowledge and invention.,0711
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/020b3c27-bae1-4b85-9d6f-eccee0f5ed99,skill/competence,cross-sector,manage supplies,"supplies managing
control and monitor supplies
monitor and control supplies
supply chain management
supplies planning
manage supply chain
plan supplies
supplies management",,released,2023-11-30T15:52:38.018Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Monitor and control the flow of supplies that includes the purchase, storage and movement of the required quality of raw materials, and also work-in-progress inventory. Manage supply chain activities and synchronise supply with demand of production and customer.",S4.3.3
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/02820870-3b92-480b-8475-8a521563ea3c,skill/competence,sector-specific,collect property financial information,"audit properties
collect information on property finance
collect financial information on properties",,released,2024-02-09T17:29:09.009Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Collect information concerning the previous transactions involving the property, such as the prices at which the property had been previously sold and the costs that went into renovations and repairs, in order to obtain a clear image of the property's value.",S2.3.0
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/02c462b7-b93b-44a7-ba3a-9d3b7a163f51,skill/competence,sector-specific,provide context to news stories,"offer context to news stories
situate news stories
provide context to news story
contextualize news stories
providing context to news stories",,released,2024-02-09T17:29:13.7Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",Provide substantial context to national or international news stories to explain things in more detail.,T2.1
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/02d68c2b-1722-4440-8e25-376650e123c8,skill/competence,transversal,understand written Korean,"read Korean
comprehend written Korean
make sense of written Korean
interpret written Korean
understand Korean writing",,released,2025-01-27T15:17:56.551Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/skill-language-groups",Read and comprehend written texts in Korean.,T1.1
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/03227978-f839-4cc8-88a6-0a3c44d2c776,skill/competence,cross-sector,supervise work on design planning,"supervising work on design planning
produce work on design planning
develop work on design planning
supervising the work on design planning
supervise the work on design planning
model work on design planning
arrange work on design planning",,released,2024-02-09T17:29:15.968Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",Supervise the work in progress at the design stage and on site.,S4.2.1
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/049b5d37-aab3-4b6a-a505-bf254a434b5d,skill/competence,transversal,understand written Latvian,"make sense of written Latvian
comprehend written Latvian
understand Latvian writing
interpret written Latvian
read Latvian",,released,2025-01-27T15:23:29.167Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/skill-language-groups",Read and comprehend written texts in Latvian.,T1.1
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/04a97507-f019-4b5c-ae52-46224922ce25,skill/competence,sector-specific,manage freight payment methods,"supervise shipment payment processes
oversee cargo payment methods
ensure cargo payment procedures are implemented correctly
manage cargo payment methods
oversee freight payment methods
ensure freight payment procedures are implemented correctly
manage shipment payment methods
oversee shipment payment methods
facilitate freight payment procedures
manage payment methods for freight transportation
facilitate cargo payment procedures",,released,2024-02-09T17:29:13.7Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Manage freight payment methods in accordance with the procedure that must be followed wherein payment is made around the time the freight is due to arrive, clear customs, and be released.",S4.4.2
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/04e6f19b-6458-432f-9790-3979831a03bc,skill/competence,occupation-specific,teach nursing principles,"teaching nursing principles
educate on nursing principles
provide instruction on nursing principles
teaches nursing principles
explain nursing principles",,released,2024-02-09T17:29:16.725Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Instruct students in the theory and practice of nursing, with the aim of assisting them in pursuing a future career in this field, more specifically in topics such as medicine, first aid, human anatomy, sterilization, and patient care.",S1.3.1
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/05010f6c-0b40-4525-ac4a-057d46a2b6f4,skill/competence,cross-sector,design electrical systems,"draw electrical systems
designing electrical systems
drawing electrical systems
electrical system drawing
electrical systems drawing
electrical systems designing
electrical system designing",,released,2024-02-09T17:29:11.47Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036","Draft sketches and design electrical systems, products, and components using Computer Aided Design (CAD) software and equipment. Draw panel arrangement layouts, electrical schematics, electrical wiring diagrams, and other assembly details.",S1.11.2
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/05281013-f5ae-4bf2-ad23-d5d6f7573b46,skill/competence,sector-specific,carry out inventory planning,"administer inventory planning
implement inventory planning
determine inventory planning
carrying out inventory planning
carry out an inventory plan
carrying out an inventory plan
undertake inventory planning",,released,2024-02-09T17:29:15.968Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",Determine the optimal quantities and timings of inventory in order to align it with sales and production capacity.,S4.2.2
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/05338a70-1ea1-4c33-a886-1c4f0c7d7241,skill/competence,cross-sector,pass on trade techniques,"pass on techniques of a trade
pass on trade approaches
pass on trading techniques
pass on trade routines
pass on trade skills
pass on trade procedures
pass on a trade technique",,released,2024-02-09T17:29:11.47Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Pass on knowledge and skills, explain and demonstrate the application of equipment and materials and answer questions about trade techniques for the manufacturing of products.",S1.3.3
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/05bd9f18-370a-4a88-98c7-473cffb7b2ca,skill/competence,sector-specific,produce materials for decision making,"produce materials for governing
gather data for decision making
compile materials for decision making
produce materials for management",,released,2024-02-09T17:29:09.009Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Compile relevant data, write reports and occasionally prepare presentations to communicate information that will help the business management team to take decisions.",S2.2.1
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/05e5e14f-ffa6-4106-b311-c6335ccc2bd2,knowledge,cross-sector,solar energy,"solar thermal energy
energy from sunlight
STE
solar technology
renewable solar
solar power
photovoltaic energy
energy from the sun
sun energy",,released,2025-02-27T12:45:08.961Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/green,
http://data.europa.eu/esco/concept-scheme/member-skills","The energy which originates from light and heat from the sun, and which can be harnessed and used as a renewable source of energy using different technologies, such as photovoltaics (PV) for electricity production and solar thermal energy (STE) for thermal energy generation.",0713
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0620ecd1-e4b1-4dfa-972b-38a93e5ebd9d,skill/competence,sector-specific,create 3D environments,"build 3D environments
generate 3D environments
develop 3D representation
design 3D environments
develop 3D environments",,released,2025-06-25T12:15:04.406Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036","Develop a computer-generated 3D representation of a setting such as simulated environment, where the users interact.",S1.12.1
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/06358891-8424-43c5-891e-d40f226bef40,skill/competence,sector-specific,manage IT security compliances,"oversee IT security compliance
ensure compliance with information security regulations",,released,2025-06-25T12:15:04.406Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036","Guide application and fulfilment of relevant industry standards, best practices and legal requirements for information security.",S5.5.2
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/06771445-aafc-4422-966c-87c861ad3fd3,skill/competence,occupation-specific,teach archaeology,"teaches archaeology
explain archaeology
educate on archaeology
provide instruction on archaeology
teach archeology
teaching archaeology",,released,2016-12-20T18:31:19Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Instruct students in the theory and practice of archaeology, more specifically in archaeological excavation techniques, human and cultural development, archaeological science, and archaeological investigation.",S1.3.1
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/071c7f1d-f659-4b96-a222-b21012297f3b,knowledge,cross-sector,energy market,"trading energy
energy trading
market for energy
trading of energy
energy market trends
energy trading market",,released,2024-02-09T17:29:12.215Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","The trends and major driving factors in the energy trading market, energy trades methodologies and practice, and the identification of the major stakeholders in the energy sector.",0713
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/076a82f9-6353-4f31-b529-d5bf9df7912a,skill/competence,occupation-specific,place orders for clothing merchandise,"place an order for clothing merchandise
calculate orders for clothing merchandise
placing an order for clothing merchandise
estimate orders for clothing merchandise
arrange orders for clothing merchandise
send orders for clothing merchandise
placing orders for clothing merchandise",,released,2024-02-09T17:29:12.215Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",Order clothing items and accessories from manufacturers and wholesale stores; place orders depending on stock needs and availability.,S1.6.3
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/07dd856d-6141-48a7-a228-918f88494812,skill/competence,sector-specific,create prototype of user experience solutions,UX,,released,2024-02-09T17:29:09.851Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036","Design and prepare mock-ups, prototypes and flows in order to test User Experience (UX) solutions or to collect feedback from users, customers, partners or stakeholders.",S2.3.0
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/07ebc888-0f3f-46e7-99d2-a7c7ebd7ffe3,knowledge,sector-specific,property management software,"PMS
real estate management software
property operations software",,released,2023-11-29T16:29:35.878Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036","The features and functioning of a software that enables the management of daily operations in real estate and accommodation businesses, to optimise resources and processes such as booking reservations, room rates, revenue data analytics or billing.",1013
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/080b0153-36ae-43f6-b3c3-c1fe6fd8f1de,skill/competence,sector-specific,plan procedures for cargo operations,"establish logistical processes for handling cargo
create procedures for cargo operations
plan cargo operations procedures
develop procedures for cargo operations
establish operational methods for handling cargo
implement logistical procedures for cargo operations
prepare procedures for cargo operations
design procedures for cargo operations
establish logistical procedures for cargo operations",,released,2024-02-09T17:29:10.678Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",Plan a series of logistical procedures for cargo operations staff. Ensure the implementation of plans to the original specification.,T4.4
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/081d7679-5070-4777-bece-a28c49f15636,knowledge,cross-sector,environmental policy,"national environmental protection policy
international environmental protection policy
national environmental policy
local environmental policy
international environmental policy
local environmental protection policy
environmental sustainability policy",,released,2025-02-27T12:45:08.961Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/green,
http://data.europa.eu/esco/concept-scheme/member-skills","Local, national and international policies dealing with the promotion of environmental sustainability and the development of projects which reduce negative environmental impact and improve the state of the environment.",0521
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0839eea4-c57b-4c14-b19b-923fbedb5d88,skill/competence,sector-specific,perform business research,"conduct business research
performing business research
do business research",,released,2024-02-09T17:29:14.494Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Search and collect information relevant for the development of businesses in different fields ranging from legal, accounting, finance, up to commercial matters.",S2.1.1
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/08591546-e9bc-47fc-97b3-8663b3713a5f,knowledge,sector-specific,clinical reports,"clinical notes
clinical documentation
clinical documentations
clinical note",,released,2024-02-09T17:29:12.952Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","The methods, assessment practices, credentials and opinions gathering procedures necessary for writing clinical reports.",T4.1
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/08759658-fffc-4951-bea0-1fb51d06eb89,skill/competence,transversal,understand written Spanish,"read Spanish
read Castilian
interpret written Spanish
comprehend written Spanish
understand Spanish writing
make sense of written Spanish",,released,2025-01-27T16:28:42.808Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/skill-language-groups",Read and comprehend written texts in Spanish.,T1.1
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/089ddb19-1c7a-43ff-ba64-070f7ce4787a,knowledge,sector-specific,warehouse operations,"paradigms of warehouse operations
principles and practices of warehouse operations
principles of warehouse operations
operations of warehouses
warehouse practices
fundamentals of warehouse operations
fundamental principles of warehouse operations
operations in warehouses
functions of warehouses
warehouse functions",,released,2023-02-23T21:22:30.279Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",The basic principles and practices of warehouse operations such as goods storage and the organisation of warehouse facilities.,0416
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/089ee650-297e-4716-87d1-440743b70a0d,skill/competence,cross-sector,ensure compliance with environmental legislation,"ensure compliance with environmental regulations
ensuring environmental legislation compliance
ensure environmental legislation compliance
ensuring compliance with environmental legislation
check compliance with environmental laws
ensuring of compliance with environmental legislation
lead implementation of environmental legislation
lead implementation of environmental policies and legislation
checking compliance with environmental laws",,released,2024-02-09T17:29:16.725Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/green,
http://data.europa.eu/esco/concept-scheme/member-skills","Monitor activities and perform tasks ensuring compliance with standards involving environmental protection and sustainability, and amend activities in the case of changes in environmental legislation. Ensure that the processes are compliant with environment regulations and best practices.",S3.3.7
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/08ee68b2-0a6d-4bdf-a870-a36c0dc8064e,skill/competence,cross-sector,produce statistical financial records,"complete statistical financial records
produce a statistical financial record
provide statistical financial records
producing statistical financial records
administer statistical financial records
producing a statistical financial records
create statistical financial records",,released,2024-02-09T17:29:13.7Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",Review and analyse individual and company financial data in order to produce statistical reports or records.,T4.1
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/08f0af26-2178-40d2-9267-6d50a7346555,skill/competence,sector-specific,combine business technology with user experience,"combine industry technology with user experience
combining business technology and user experience
combine sector technology with user experience",,released,2024-02-09T17:29:09.009Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Analyse and exploit the points where technology, user experience, and business meet in order to create and develop new products.",S2.7.4
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/09cac140-367e-45f5-b19f-6430e75e5a2a,skill/competence,cross-sector,prepare speeches,"prepare speech
create speeches
write up speeches
preparing speeches
get speeches ready",,released,2024-02-09T17:29:11.47Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",Write speeches on multiple topics in a way to hold the attention and interest of an audience.,S1.13.2
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/09f07c6a-866b-4587-a771-45b0cd613540,skill/competence,cross-sector,execute advertising for vehicles,"achieve advertising measures for the vehicles
execute advertising measures for the vehicles
execute advertising measure for vehicles
execute an advertising measures for the vehicles
enact advertising measures for the vehicles
undertake advertising measures for the vehicles
execute advertising measures for a vehicle
carry out advertising measures for the vehicles",,released,2020-06-30T08:31:39.056Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",Contribute to vehicle promotion using various media e.g. websites or newspapers.,S1.6.2
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/09f4c52b-ac72-4f0e-a8ae-78bb1d7bffba,knowledge,cross-sector,transportation software related to an ERP system,"transportation software related to an ERP programme
transportation software relating to ERP systems
transportation software relating to an ERP system
transportation software related to ERP systems
transportation software related to ERP operations
transportation software related to an ERP data
transportation software related to ERP administration",,released,2024-02-09T17:29:15.235Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036","Business management software to collect, manage and interpret data related to shipping, payment, inventory, manufacturing applied in transportation and distribution.",0413
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0a52bed5-fd29-45fb-aba6-e32bccfda1c1,skill/competence,sector-specific,plan migration to cloud,"prepare plan for migration to cloud
cloud migration planning
plan refactoring",,released,2024-02-29T16:24:50.953Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036","Select existing workloads and processes for potential migration to the cloud and choose migration tools. Determine a new cloud architecture for an existing solution, plan a strategy for migrating existing workloads to the cloud.",S5.5.0
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0a9acb6b-1139-4be9-b431-3a80a959f2f4,knowledge,sector-specific,Agile project management,Agile management software,,released,2025-04-16T09:45:22.199Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036","The agile project management approach is a methodology for planning, managing and overseeing of ICT resources in order to meet specific goals and using project management ICT tools.",0413
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0aa1631e-a5c5-4d27-8408-eef2a1294b81,skill/competence,occupation-specific,select music for training,"select training music
select music to train
choose music for training
select music to practise",,released,2024-02-09T17:29:09.851Z,Excludes selection of music for performance.,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Select suitable music for exercise to help performers achieve an artistic goal, in dance, singing, or other musical pursuits.",S4.2.2
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0af529ff-a95d-419b-ab2a-335f6894a966,skill/competence,cross-sector,maintain logistics databases,"ensure logistics databases remain up to date
update logistics databases
update logistical databases
keep logistics databases
maintain logistical databases
keep logistical databases
perform logistics database maintenance activities
ensure logistical databases remain up to date
maintain databases of logistics information
carry out logics database maintenance activities
maintain databases of logistical information",,released,2024-02-09T17:29:15.968Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",Maintain databases accessible to users in the logistics and storage sub-sector.,S5.5.2
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0b709c64-a57a-4976-86bd-34d2cf34fa4f,skill/competence,transversal,"apply knowledge of philosophy, ethics and religion","follow ethical values and religious believes
apply philosophical school of thoughts
act according to ethical and religious values
evaluate the moral and ethical consequences of actions
assess the consequences and impact of ideas",,released,2024-02-08T16:02:03.189Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/skill-transversal-groups","Discover and develop an individual perspective about one's roles, meaning and purpose, including what it means to live, to die and to be human.",T6.6
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0bd4c62a-c309-467e-be76-8403b3f3a1a8,knowledge,cross-sector,financial products,"financial instruments
fiscal products
monetary product
monetary products
financial securities
financial instrument
financial product",,released,2024-02-09T17:29:15.968Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","The different types of instruments that apply to the management of cash flow that are available on the market, such as shares, bonds, options or funds.",0412
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0c1bbbd7-7827-4594-9254-a4b91cb8163f,skill/competence,sector-specific,conduct financial surveys,"implement financial surveys
execute financial surveys
carry out financial surveys",,released,2024-02-09T17:29:13.7Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Conduct the procedures of a financial survey from the initial formulation and compilation of the questions, identifying the target audience, managing the survey method and operations, managing the processing of acquired data, to analysing the results.",S2.1.1
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0c452783-8873-4b04-ac18-ea353bc55b1d,skill/competence,sector-specific,draw prop sketches,"draw sketches of props
draft a sketch of props
draw and sketch props
outline sketches of props",,released,2024-02-09T17:29:13.7Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",Make sketches of envisioned props to help develop the concept and to share with others.,S1.12.2
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0c9da986-721e-4f75-b566-0c6c212a8f60,skill/competence,cross-sector,make investment decisions,"decide on investments
pass investment decisions
form investment decisions",,released,2024-02-09T17:29:12.952Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Determine whether to buy or sell financial products such as fonds, bonds or stocks in order to enhance profitability and to reach the best performance.",T3.2
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0ccdfe98-f845-4598-84a1-3dca66e9d9a3,knowledge,sector-specific,Ruby (computer programming),Ruby,,released,2024-02-09T17:29:15.968Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036","The techniques and principles of software development, such as analysis, algorithms, coding, testing and compiling of programming paradigms in Ruby.",0613
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0cd8d49e-fcb2-4095-a946-1179516e4a0b,skill/competence,sector-specific,develop communication networks with shipping sites,"facilitate the delivery of goods by developing relationships with shipping sites
develop communication processes with shipping sites
create communication networks with shipping sites
develop communication procedures with shipping sites
develop connections with shipping sites
facilitate the delivery of goods by communicating with shipping sites
establish relationships with shipping sites
facilitate the delivery of goods by collaborating with shipping sites
develop communication systems with shipping sites
establish communication networks with shipping sites",,released,2024-02-09T17:29:14.494Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",Establish relationships with shipping sites to facilitate the delivery of goods.,S1.2.3
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0d7f2cce-245a-4d02-9b8d-2e9946cc4c5d,skill/competence,cross-sector,deliver online training,"deliver online training courses
conduct online training
deliver web-based trainings",,released,2025-06-25T12:15:04.406Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036","Provide training by using online technologies, adapting the learning materials, using e-learning methods, supporting the trainees and communicating online. Instruct virtual classrooms.",T4.2
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0d85dc6f-ea26-49a9-85b9-532441b000e2,skill/competence,sector-specific,handle the logistics of medicinal products,"manage the logistics of a medicinal product
ensure storage and preservation of medicinal products
manage the logistic procedures of medicinal products
manage the logistics of medicinal products
administer the logistics of medicinal products",,released,2021-12-08T21:20:55.638Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Store, preserve and distribute medicinal products at the wholesale stage.",S4.2.5
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0e0b8991-4b24-4bb8-9113-df3ce43c1ff9,skill/competence,sector-specific,advise on mining environmental issues,"advice giving on mining environmental issues
giving advice on mining environmental issues
giving of advice on mining environmental issues
give advice on mining environmental issues
give advice about mining environmental issues
advising on mining environmental issues
advising with regard to mining environmental issues
advising about mining environmental issues",,released,2024-02-09T17:29:09.009Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/green,
http://data.europa.eu/esco/concept-scheme/member-skills","Advise engineers, surveyors, geotechnical staff and metallurgists on environmental protection and land rehabilitation related to mining activities.",T2.1
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0e1fe34b-f4e7-4642-8c8b-5a05ac3438e5,skill/competence,cross-sector,manage schedule of tasks,"task scheduling
organise tasks
schedule tasks
organize tasks
task planning
assign and schedule tasks
task management
manage task scheduling
plan tasks
manage tasking",,released,2024-02-09T17:29:15.235Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Maintain an overview of all the incoming tasks in order to prioritise the tasks, plan their execution, and integrate new tasks as they present themselves.",T3.1
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0ee9e985-0ee5-4a73-8a12-78b53b261bb2,skill/competence,transversal,interact verbally in English,"verbally interact in English
communicate verbally in English
speak English",,released,2025-01-27T10:36:09.013Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/skill-language-groups",Communicate orally in English.,T1.1
