conceptType,conceptUri,preferredLabel,altLabels,hiddenLabels,status,modifiedDate,scopeNote,inScheme,description,code,level,category
SkillGroup,http://data.europa.eu/esco/isced-f/1019,personal services not elsewhere classified,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/isced-f",,1019,3,K
SkillGroup,http://data.europa.eu/esco/isced-f/1020,hygiene and occupational health services not further defined,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/isced-f",,1020,3,K
SkillGroup,http://data.europa.eu/esco/isced-f/1021,community sanitation,,,released,2020-12-07T11:59:16.586Z,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/isced-f","Community sanitation is the study of community services dealing with items that affect public health such as hygienic standards in food, water supply, disposal of sewage and garbage and street cleaning.
Programmes and qualifications with the following main content are classified here:
Hygiene, community
Hygienic standards
Refuse collection
Refuse/sewage disposal
Street cleaning
Water supply (service)
Waste management.",1021,3,K
SkillGroup,http://data.europa.eu/esco/isced-f/1022,occupational health and safety,,,released,2023-06-30T08:19:29.191Z,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/isced-f","Occupational health and safety is the study of recognising, evaluating and controlling environmental factors associated with the workplace.
Programmes and qualifications with the following main content are classified here:
Ergonomics (occupational health and safety)
Health and safety in the workplace
Industrial welfare
Labour protection
Labour security
Labour welfare (safety)
Occupational health and industrial hygiene
Occupational safety
Stress management
Work environment === Exclusions
Study of vocational rehabilitation and occupational therapy is excluded from this detailed field and included in detailed field 0915 'Therapy and rehabilitation'.
Study of labour law is excluded from this detailed field and included in 0421 'Law'.
Study of ergonomics is excluded from this detailed field if emphasis is given to technical aspects and is included in the appropriate detailed field under 071 'Engineering and engineering trades'.",1022,3,K
SkillGroup,http://data.europa.eu/esco/isced-f/1029,hygiene and occupational health services not elsewhere classified,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/isced-f",,1029,3,K
SkillGroup,http://data.europa.eu/esco/isced-f/1030,security services not further defined,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/isced-f",,1030,3,K
SkillGroup,http://data.europa.eu/esco/isced-f/1031,military and defence,,,released,2020-12-10T13:06:54.77Z,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/isced-f","Military and defence is the study of services to the community connected with war and defence, designed to provide training in the principles and practice of military science.
Programmes and qualifications with the following main content are classified here:
Air force training
Army training
Defence studies
Military science
Navy training
War theory === Exclusions
Military personnel participating in non-military programmes should be classified according to the subject content of the training programme.",1031,3,K
SkillGroup,http://data.europa.eu/esco/isced-f/1032,protection of persons and property,,,released,2023-06-20T08:55:20.116Z,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/isced-f","Protection of persons and property is the study of services to the community concerning protection of property and persons. It comprises training in police work, public security, fire protection and fire-fighting.
Programmes and qualifications with the following main content are classified here:
Civil security
Customs programmes
Fire-protection (fire-fighting)
Fire technology
Life guarding
Police work
Policing studies
Prison work
Public security
Security and loss prevention services
Security guarding === Exclusions
Study of law is excluded from this detailed field and included in 0421 'Law'.
Study of criminology is excluded from this detailed field and included in detailed field 0314 'Sociology and cultural studies'.",1032,3,K
SkillGroup,http://data.europa.eu/esco/isced-f/1039,security services not elsewhere classified,,,released,2023-07-05T13:04:06.443Z,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/isced-f",,1039,3,K
SkillGroup,http://data.europa.eu/esco/isced-f/1041,transport services,,,released,2023-02-23T21:00:15.914Z,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/isced-f","Transport is the study of operating, navigating and directing ships, train, aircraft and other forms of transportation.
Programmes and qualifications with the following main content are classified here:
Aircraft operation
Air traffic control
Air traffic safety
Cabin crew training
Communication (air, railway, road etc.) programmes
Crane and truck driving
Driving programmes
Flying and navigation
Navigation technologies
Postal service
Railway operations
Road motor vehicle operations
Ship operation
Shipping
Transport studies === Exclusions
Programmes in telephone network services are excluded from this detailed field and included in detailed field 0714 'Electronics and automation'. Programmes in switchboard operating are excluded from this detailed field and included in detailed field 0415 'Secretarial and office work'.",1041,3,K
SkillGroup,http://data.europa.eu/esco/isced-f/1088,inter-disciplinary programmes and qualifications involving services,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/isced-f",Inter-disciplinary programmes and qualifications to which the greatest intended learning time is devoted to services are classified here.,1088,3,K
SkillGroup,http://data.europa.eu/esco/isced-f/1099,services not elsewhere classified,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/isced-f",,1099,3,K
SkillGroup,http://data.europa.eu/esco/isced-f/9999,field unknown,,,released,2022-01-12T20:03:01.494Z,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/isced-f",,9999,3,K
SkillGroup,http://data.europa.eu/esco/skill/00d5d1d2-c521-4c58-9df5-2939c0ce9adb,accompanying and welcoming people,,,released,2022-07-15T14:44:44.924Z,"Examples:
- escort students on a field trip
- supervise special visitors Excludes:
- assist clients with special needs.","http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy","Welcoming, accompanying or supporting clients, patrons, visitors and others by helping them to feel at ease, and assisting them with activities such as finding seats, making reservations and using facilities at social events, outings, or trips.",S3.4.2,4,S
SkillGroup,http://data.europa.eu/esco/skill/03961960-e729-4768-ab0a-49886132f17a,using foreign languages,,,released,2021-04-14T10:04:10.228Z,"Examples:
- employ foreign languages in care
- communicate commercial and technical issues in foreign languages
- speak dialect Excludes:
- skills and knowledge related to a specific language or dialect.","http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy","Communicating with others in one or more foreign languages or dialects, in spoken or written forms.",S1.15.1,4,S
SkillGroup,http://data.europa.eu/esco/skill/062a9fde-cd91-44f9-9a2f-9e2bc3b281fd,advising on environmental issues,,,released,2023-06-20T14:35:24.12Z,"Examples:
- advise on environmental remediation
- advise on pollution prevention.","http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",Providing information and advice on environmental protection and sustainability.,S1.5.5,4,S
SkillGroup,http://data.europa.eu/esco/skill/06fdd94c-292d-49e3-9c78-bbcbc2088232,maintaining operational records,,,released,2023-11-06T15:22:30.261Z,"Examples:
- keep personal records
- keep stock records
- prepare production reports Excludes:
- write reports or documents requiring drafting of original text.","http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy","Keeping records required for operational purposes such as those related to staff, clients, production and stock inventories.",S2.2.5,4,S
SkillGroup,http://data.europa.eu/esco/skill/0779d482-4154-4fbb-9a22-d9fd89c39d67,"organising, planning and scheduling work and activities",organising and planning,,released,2020-12-11T09:16:01.788Z,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy","Directing activities and tasks, establishing schedules and co-ordinating the activities of groups and individuals to complete objectives on time and within budget.",S4.2.0,4,S
SkillGroup,http://data.europa.eu/esco/skill/07f47dea-587c-40c0-990a-6c092cc3e6a4,interviewing,,,released,2021-09-20T14:03:31.797Z,"Examples:
- adhere to questionnaires
- interview insurance claimants
- interrogate individuals.","http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy","Interacting verbally in a formal way, usually using structured questioning, to collect information, determine opinions, or determine suitability of individuals for jobs, roles or tasks.",S1.7.1,4,S
SkillGroup,http://data.europa.eu/esco/skill/08104c27-d4b2-4d40-ae97-dde65e71712f,advising on workplace health and safety issues,,,released,,"Examples:
- advise on safety improvements
- inform on safety standards.","http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",Promoting and providing information and advice on health and safety in the workplace.,S1.5.9,4,S
SkillGroup,http://data.europa.eu/esco/skill/0a4c5823-8b09-4e6b-95b4-8036ef3b9c4c,advocating for individual or community needs,,,released,2022-06-19T12:25:44.633Z,"Excludes:
- Promoting goods and services
- Representing clients in legal proceeding Examples:
- Advocate for healthcare users' needs
- Promote service users' rights
- Influence legislators.","http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy","Delivering arguments in favour of something, such as a cause, idea, or policy, to benefit another person or a community.",S1.2.4,4,S
SkillGroup,http://data.europa.eu/esco/skill/0ac31705-79ff-4409-a818-c9d0a6388e84,counselling,,,released,2020-12-04T16:35:28.167Z,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy","Responding to clients' needs by interpreting their emotional and motivational states, and determining and providing appropriate support or interventions.",S3.1.0,4,S
SkillGroup,http://data.europa.eu/esco/skill/0b3930a2-8a13-4932-8a09-4c72ec8af464,monitoring quality of products,,,released,2022-06-21T15:02:59.368Z,Examples: - check paper quality - inspect material.,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy","Monitoring the manufacturing process of products, testing their quality and investigating them for defects.",S2.8.10,4,S
SkillGroup,http://data.europa.eu/esco/skill/0b9968af-72de-470a-98e1-2d19577443fb,resolving computer problems,,,released,2021-09-16T17:48:22.348Z,"Excludes:
- Installing, maintaining and repairing computer hardware Examples:
- Troubleshoot website
- Implement ICT recovery system.","http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",Identifying technical problems with ICT systems and devices and performing actions to solve the problems.,S5.2.3,4,S
SkillGroup,http://data.europa.eu/esco/skill/0c92c33c-2859-4705-87ae-4fdd71d0f8f6,using more than one language,working with different languages,,released,2021-04-15T08:19:35.605Z,"Excludes:
- Skills and knowledge related to a specific language or dialect.","http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy","Using more than one language or dialect to communicate verbally or in written form, or to translate from one language to another.",S1.15.0,4,S
SkillGroup,http://data.europa.eu/esco/skill/0d80a782-99ff-4f49-abbe-c72524c6f390,negotiating and managing contracts and agreements,,,released,2020-12-11T13:14:15.065Z,"Examples include: - conclude business agreements
- manage contracts
- negotiate price.","http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy","Negotiating and managing contracts and agreements with others concerning matters such as prices, terms of service, employment conditions, access to land and facilities.",S1.1.1,4,S
SkillGroup,http://data.europa.eu/esco/skill/0e0a44a8-654c-4e85-986a-fb4386114838,monitoring safety or security,,,released,2023-06-20T13:56:43.469Z,"Excludes:
- Testing and analysing substances Examples:
- Conduct on board safety inspections
- Monitor building security
- Monitor parking areas to maintain security
- Inspect mine safety conditions.","http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy","Monitoring and inspecting the safety or security of work areas, facilities, or properties.",S2.8.4,4,S
SkillGroup,http://data.europa.eu/esco/skill/0f804e14-001d-4ec0-b3f7-eb6a23ad43cb,negotiating,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy","Exchanging ideas while analysing issues and interests at stake, enabling opposing sides to resolve disputes and reach agreement, or making decisions to resolve disputes or impose justice.",S1.1.0,4,S
SkillGroup,http://data.europa.eu/esco/skill/1034004c-0347-4765-8794-b65d2c92b379,documenting and recording information,,,released,2020-12-10T10:43:07.597Z,"Excludes:
- Writing reports or documents requiring drafting of original text.","http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy","Maintaining records of information, transactions and activities in digital, paper or other forms.",S2.2.0,4,S
SkillGroup,http://data.europa.eu/esco/skill/103af23e-d56c-47ab-b991-55c94dcdef50,advising and consulting,,,released,2023-10-27T14:03:21.216Z,"Excludes:
- Psychological, behavioural and social counselling; see S3.1.1.","http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy","Providing guidance and advice to enable decision-making about tasks, situations, and processes.",S1.5.0,4,S
SkillGroup,http://data.europa.eu/esco/skill/1072f444-8a7d-41c1-aa6f-d536f20d94bf,artistic and creative writing,,,released,,"Examples:
- write storylines
- create script for artistic production
- write headlines
- perform copywriting Excludes:
- revise translations
- write computer programmes / coding.","http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy","Writing original text of a creative nature for artistic, journalistic, promotional or similar purposes.",S1.13.2,4,S
SkillGroup,http://data.europa.eu/esco/skill/119a2f5c-3c3e-4b0d-9813-06a553c8860c,providing general assistance to people,,,released,2022-08-24T13:46:54.315Z,"Examples:
- guarantee customer satisfaction
- assist pool users Excludes:
- escort passengers
- provide social guidance over the phone.","http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy","Providing practical assistance and service to clients and the public in using services and facilities, such as assisting with paperwork or supporting their special needs.",S3.4.4,4,S
SkillGroup,http://data.europa.eu/esco/skill/15fa3879-ac0e-46e6-ae36-609bae9c19c3,monitoring operational activities,,,released,2021-01-20T14:32:12.736Z,"Excludes:
- Testing and analysing substances Examples:
- Detect bottlenecks
- Monitor mine production
- Manage project metrics.","http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",Monitoring the operations of a business or organisation to ensure adequate performance and compliance with regulatory requirements.,S2.8.2,4,S
SkillGroup,http://data.europa.eu/esco/skill/164510d1-1216-4dc0-b9d1-a7f6af19e469,developing contingency and emergency response plans,,,released,2023-07-05T15:43:46.118Z,"Examples:
- manage disaster recovery plans
- plan railway incident mitigation measures.","http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy","Composing and maintaining procedures outlining specific actions to be taken in the event of an emergency or adverse event, taking into account all the risks and dangers that could be involved, ensuring that the plans comply with safety legislation and represent the safest course of action.",S4.1.7,4,S
SkillGroup,http://data.europa.eu/esco/skill/173fbafb-d2e0-4b89-be1c-548b1cc47160,assisting and supporting co-workers,,,released,2021-09-15T14:03:28.111Z,"Examples:
- support managers
- support colleagues
- assist forestry service crew
- assist emergency services.","http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy","Assisting and supporting colleagues, managers, volunteers and other co-workers in the performance of their tasks or in the operations of a business unit.",S1.8.6,4,S
SkillGroup,http://data.europa.eu/esco/skill/185c56ee-098f-46a1-af87-56337085da6f,protecting ict devices,,,released,2021-09-24T16:34:47.664Z,"Examples:
- Remove computer virus or malware form a computer - Implement a firewall - Use back-up and recovery tools.","http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy","Making use of tools and methods to protect and maximize security of ICT devices and information by controlling access, such as by requiring passwords, digital signatures, and biometric identification, and by protecting systems through the use of software.",S5.2.2,4,S
SkillGroup,http://data.europa.eu/esco/skill/1893b4bc-0eb2-41de-96e3-9c8f1f1eac41,inspecting food safety and quality,,,released,2022-07-15T14:44:44.924Z,"Examples: - check paper quality - inspect material Excludes:
- inspect material.","http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy","Performing food safety and quality checks of ingredients, raw materials and finished food products to check if they meet required standards.",S2.8.9,4,S
SkillGroup,http://data.europa.eu/esco/skill/190f64e1-b7b6-4c53-b20b-80f9215ef6ca,"directing, supervising and coordinating projects",,,released,2022-06-21T15:19:54.98Z,"Examples:
- manage ICT project - supervise advocacy work Excludes:
- supervise site maintenance
- translate strategy into operation.","http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy","Directing, supervising and coordinating workflow of projects and programmes such as research and development projects.",S4.2.3,4,S
SkillGroup,http://data.europa.eu/esco/skill/193af349-b20e-4277-94bf-b184e92b8d6a,managing budgets or finances,,,released,2022-06-19T15:45:14.266Z,"Examples:
- Control financial resources
- Manage revenue
- Handle external financing.","http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",Determining the distribution and availability financial assets and putting in place financial and administrative controls.,S4.3.1,4,S
SkillGroup,http://data.europa.eu/esco/skill/1bc1cf2a-a7f6-4769-a13b-cc26a2214498,"preparing documentation for contracts, applications, or permits",,,released,2022-06-22T10:53:34.19Z,"Examples:
- prepare building permit applications
- issue permits
- arrange customs documents Excludes:
- write reports or documents requiring drafting of original text.","http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy","Preparing applications and maintaining standardized documentation for the issuance of contracts, licences or permits.",S2.2.3,4,S
SkillGroup,http://data.europa.eu/esco/skill/1d4be2e3-ac64-426f-838d-1e7cb8600927,management skills,,,released,2023-06-29T13:45:28.167Z,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy","Managing people, activities, resources, and organisation; developing objectives and strategies, organising work activities, allocating and controlling resources and leading, motivating, recruiting and supervising people and teams.",S4.0.0,4,S
SkillGroup,http://data.europa.eu/esco/skill/1f2950c0-ef1e-44b4-9a55-125ccd7b78af,analysing and evaluating information and data,analysing information,,released,2023-02-17T16:35:11.868Z,"Excludes:
- Using ICT tools to analyse and process data.","http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",Examining data or facts to determine appropriate actions or recommendations; comparing and critically evaluating the credibility and reliability of sources of data; making and defending judgements based on internal evidence and external criteria.,S2.7.0,4,S
SkillGroup,http://data.europa.eu/esco/skill/20136935-e6a1-417b-81df-9b94d4c2c371,reporting incidents and defects,,,released,,"Examples:
- report airport security incidents
- write rail defect records Excludes:
- write reports or documents requiring drafting of original text.","http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy","Reporting and keeping records of events, complaints, and defective equipment or materials.",S2.2.7,4,S
SkillGroup,http://data.europa.eu/esco/skill/2258cde2-a95b-4b2c-b105-59e84b0a364b,managing and administering human resources,,,released,2022-06-22T14:05:20.877Z,"Examples:
- manage personnel
- plan shifts of employees Excludes:
- delegate activities.","http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",Performing administrative and clerical tasks concerned with human resource administration. Determining the distribution and availability of people to accomplish organizational goals.,S4.3.2,4,S
SkillGroup,http://data.europa.eu/esco/skill/23cfb269-eec1-4011-8e57-c86203ce9fd7,giving feedback,,,released,2020-12-11T12:31:47.977Z,"Examples:
- provide feedback on job performance
- give constructive feedback.","http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy","Providing founded feedback on the performance of subordinates, co-workers and students through both criticism and praise in a respectful, clear, and consistent manner. Highlighting achievements as well as mistakes and set up methods of formative assessment.",S1.8.3,4,S
SkillGroup,http://data.europa.eu/esco/skill/23d7bd85-d8d5-4455-b64d-3b0998f2425d,measuring dimensions and related properties,,,released,2021-03-16T14:41:08.752Z,"Examples:
- measure interior space
- measure the human body for wearing apparel
- measure water depth.","http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy","Measuring the dimensions, density and other physical properties of objects, materials, people, and spaces.",S2.5.1,4,S
SkillGroup,http://data.europa.eu/esco/skill/24aa32e7-5b7c-42fd-b045-11f0c3d9b6e3,setting up and protecting computer systems,installing and managing it safety,,released,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy","Setting up, protecting and resolving problems with computer systems, networks, or similar information systems.",S5.2.0,4,S
SkillGroup,http://data.europa.eu/esco/skill/258fea29-09db-4918-8235-0d7d529cd31c,"browsing, searching and filtering digital data",,,released,2023-10-27T16:10:31.774Z,"Examples:
- Use search engines - Carry out internet research
- Conduct search engine optimisation.","http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy","Articulating information needs, searching for data, information and content in digital environments, accessing and navigating them. Creating and updating personal search strategies.",S5.5.1,4,S
SkillGroup,http://data.europa.eu/esco/skill/29dcc31e-a8d6-4a62-b3c1-2de81e966e39,gathering information from physical or electronic sources,,,released,2022-06-19T14:48:30.73Z,"Examples:
- collect customer data
- gather reference materials
- obtain financial information Excludes:
- Skills in the use of specific ICT tools to process data.","http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy","Collecting, compiling or gathering information from digital, paper or other sources.",S2.4.1,4,S
SkillGroup,http://data.europa.eu/esco/skill/29fbde52-e525-4653-96d0-acd59ccb28d8,assisting people to access services,,,released,,"Examples:
- refer service users to community resources.","http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy","Assist others to gain access to social, legal or other services and benefits, including making referrals to other professionals and organisations.",S3.1.3,4,S
SkillGroup,http://data.europa.eu/esco/skill/2b6e15f5-dfa0-4e7c-9687-5665b07e56a4,protecting privacy and personal data,,,released,2024-01-29T16:26:16.498Z,"Examples:
- Protect personal data and privacy
- Safeguard online privacy and identity - Ensure the privacy of guests.","http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy","Using and sharing identifiable information about individuals or enterprises in a manner that respects data protection principles, privacy and confidentiality.",S3.3.6,4,S
SkillGroup,http://data.europa.eu/esco/skill/31397e38-43b9-43ba-943f-192b834e6b54,obtaining information verbally,verbal interaction,,released,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",Asking questions and listening to others to obtain information.,S1.7.0,4,S
SkillGroup,http://data.europa.eu/esco/skill/316df5b7-31c4-4f4e-ae69-aad1b873b995,interpreting technical documentation and diagrams,,,released,2023-02-23T20:39:54.748Z,"Examples:
- read blueprints - interpret electrical diagrams.","http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy","Reading and interpreting documentation such as blueprints, electrical wiring diagrams, architectural plans.",S2.1.3,4,S
SkillGroup,http://data.europa.eu/esco/skill/32c017fd-28ab-4051-bf68-74de952c2f77,managing information,,,released,2023-02-23T21:14:33.038Z,"Examples:
- Manage digital archives
- Oversee record management
- Organise information.","http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy","Setting up and managing manual or electronic systems for storing , selecting, organizing, retrieving, distributing and safeguarding information.",S2.3.0,4,S
SkillGroup,http://data.europa.eu/esco/skill/32c854c1-6f1f-4f1c-8e4c-368a68a10db3,developing recipes or menus,,,released,,"Examples:
- compile cooking recipes
- create new food products
- develop new confectionery products.","http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",Combining innovative and creative ideas to come up with new recipes for food and beverage products and to create new menus.,S1.11.3,4,S
SkillGroup,http://data.europa.eu/esco/skill/335be43a-3267-400e-b5cb-c9e234dc7544,teaching academic or vocational subjects,,,released,2023-12-20T15:16:40.141Z,"Examples:
- give theory lessons to pilots
- teach biology
- teach basic numeracy skills
- teach industrial arts principles.","http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",Instruct students in the theory and practice of academic or vocational subjects.,S1.3.1,4,S
SkillGroup,http://data.europa.eu/esco/skill/3374fb57-056f-49e0-9fc5-000465e13794,teaching safety procedures,,,released,,"Examples:
- educate employees on occupational hazards
- provide on-board safety training
- train staff in safety procedures
- educate public on fire safety.","http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",Teaching safety procedures or standards to other people.,S1.3.2,4,S
SkillGroup,http://data.europa.eu/esco/skill/34691a8a-ec8e-4eaa-b6e7-f4dbf144c644,providing financial advice,,,released,,"Examples:
- advise on investment
- explain financial technicalities to clients.","http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",Explaining financial information and providing financial advice.,S1.5.2,4,S
SkillGroup,http://data.europa.eu/esco/skill/347aa7ee-b640-41cc-ae7c-3c5eafda9fda,measuring physical properties,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy","Measuring the dimensions, weight, density and other physical properties of objects, materials and spaces.",S2.5.0,4,S
SkillGroup,http://data.europa.eu/esco/skill/35dc2a23-cdc3-4291-930f-927ba2911949,ensuring compliance with legislation,,,released,2023-02-23T21:03:05.744Z,"Examples:
- apply immigration law
- ensure customs compliance
- meet building regulations Excludes:
- adhere to organisational guidelines
- protect biodiversity.","http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",Ensuring compliance with national or international laws and legislation.,S3.3.7,4,S
SkillGroup,http://data.europa.eu/esco/skill/37272760-957a-4c34-b4f3-780ee285334d,"developing financial, business or marketing plans",,,released,2020-12-07T11:46:34.47Z,"Examples:
- Develop business case
- Draw up marketing and sales plan
- Create a financial plan.","http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy","Envision and develop strategies and plans for companies and organisations aimed at purposes such as establishing new markets, refurbishing the equipment and machinery of a company, implementing pricing strategies, and restoring or maintaining financial viability.",S4.1.2,4,S
SkillGroup,http://data.europa.eu/esco/skill/39499028-35bf-4d69-9275-fb98902ed88b,working with computers,digital skills,,released,2021-09-16T17:48:30.49Z,"Excludes:
- Systems analysis
- Installing, maintaining and repairing computer hardware.","http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy","Using computers and other digital tools to develop, install and maintain ICT software and infrastructure and to browse, search, filter, organise, store, retrieve, and analyse data, to collaborate and communicate with others, to create and edit new content.",S5.0.0,4,S
SkillGroup,http://data.europa.eu/esco/skill/395e42b8-f637-4e7e-96d8-9c1976c05d92,performing artistic or cultural activities,,,released,2022-06-22T10:50:09.473Z,"Examples:
- perform dance or music
- tell stories
- perform music in a recording studio - perform religious ceremonies
- rehearse performances Excludes:
- participate in sports performances
- perform stunts.","http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy","Performing, practising or rehearsing music, dance, drama, ceremonies or other types of performance (excluding athletic performance) for a live audience, or as part of a recording session.",S1.14.2,4,S
